Contributions,Source,Labels,,,,
We explore a neural model of stylistic variation that can predict socioeconomic status with good performance,ACL,Model Construction,,,,
We investigate how to label comments for ranking and clarify that the performance of pairwise ranking models tends to be more enhanced by the variation in comments than that in articles,ACL,Performance Evaluation,,,,
"The experiments show that our approach can achieve better performance than competitive baselines. With multiple modal information and co-attention, the generated comments are more diverse and informative.",ACL,Algorithm or Method or Technology Optimization,,,,
"To evaluate model performance, we collect and annotate a large-scale dataset from Google Business News1 with diverse event types and explainable event schemas.",ACL,Performance Evaluation,,,,
"we argue that this is a dual effect of the highly lexicalized nature of NMT, resulting in failure for sentences with large numbers of unknown words, and lack of supervision for domain-specific words.",ACL,Theory Proposal,,,,
"We propose to improve the robustness of NMT to homophone noises by jointly embedding both textual and phonetic information of source sentences,",ACL,New Algorithm or Method or Technology,,,,
"We make a thorough empirical evaluation of different ways of coupling BERT models in an APE system, comparing different options of parameter sharing, initialization, and fine-tuning.",ACL,Theory Proposal,,,,
we propose to boost lowresource cross-lingual document retrieval performance with deep bilingual query-document representations.,ACL,Algorithm or Method or Technology Optimization,,,,
"Extensive experimental results show that our approach achieves better performance than several state-of-the-art unsupervised systems, and even achieves competitive performance compared to supervised methods",ACL,New Algorithm or Method or Technology,,,,
"we evaluate the proposed encoder in biomedical synonym retrieval, name normalization, and semantic similarity and relatedness benchmarks.",ACL,Performance Evaluation,,,,
"We evaluate our corpus by using it to train supervised classifiers to automatically assign aspectual categories to verbs in context, permitting favourable comparisons to previous work.",ACL,New Algorithm or Method or Technology,,,,
"we propose a novel approach for manual evaluation, HIGHlight-based Referenceless Evaluation of document Summarization",ACL,New Algorithm or Method or Technology,,,,
We demonstrate that the model achieves more interpretable and controllable generation of paraphrases.,ACL,Performance Evaluation,,,,
"adding paraphrases with additional multilingual data yields mixed performance; its performance is better than training on language families alone, but is worse than training on both the source and target paraphrases without language families.",ACL,Theory Proposal,,,,
"A system that jointly performs NER and EL, with competitive results in both tasks.",ACL,Theory Proposal,,,,
A empirical qualitative analysis of the advantage of doing joint learning vs using separate models and of the influence of the different components to the result obtained.,ACL,Theory Proposal,,,,
we do an in-depth analysis of how adding community features may enhance the performance of classification models that detect religious hate speech in Arabic.,ACL,Theory Proposal,,,,
we define two ways of combining contextual and static embeddings and conclude that the naive concatenation of vectors is consistently outperformed by the addition of the static representation directly into the internal linear combination of ELMo;,ACL,Theory Proposal,,,,
"we perform an analytic comparison of these methods, and introduce our own results. By fine-tuning Google’s
recently published transformer-based architecture, BERT, on the fake review detection task",ACL,Theory Proposal,,,,
". A configuration format that natively enables
searching over hyperparameters and running
remote multistage experiments at scale.",ACL,Theory Proposal,,,,
"critical examinations of different training conditions and requirements under which unsupervised
algorithms can and cannot work effectively",ACL,Performance Evaluation,,,,
the first corpus for evaluating mistake detection and correction in a medical patient forum,ACL,New Algorithm or Method or Technology,,,,
"We investigate the use of a
language representation model BERT trained
to obtain semantic representations of social
media texts",ACL,Performance Evaluation,,,,
"we evaluate the linguistic differences between temporal cohorts, e.g. 20-year-olds in 2011 vs. 20-year-olds in 2015",ACL,Performance Evaluation,,,,
we achieve state-of-the-art performance in CoNLL 2003 NER shared task,ACL,Algorithm or Method or Technology Optimization,,,,
"We adopt the pointer network to handle the OOV problem in slot value prediction, which achieves good performance without any manually-designed rules or features",ACL,Algorithm or Method or Technology Optimization,,,,
"we investigate how to simplify and recover abugidas, with the aim of developing a more efficient method of encoding abugidas for input",ACL,Algorithm or Method or Technology Optimization,,,,
"we propose a conceptually simpler
approach to the issue, which is agnostic on any
parser architecture, namely, automatic generation
of CCGbanks (i.e., CCG treebanks)1
for new domains, by exploiting cheaper resources of dependency trees.",ACL,New Algorithm or Method or Technology,,,,
we present the first study exploiting capsule networks for determining sentence similarity for summarization purpose. It is important to recognize that summarization places particular emphasis on measuring redundancy between sentences,ACL,Theory Proposal,,,,
we formulate properties required from a useful notion of Importance as the quantity unifying these concepts. We provide intuitions to interpret the proposed quantities.,ACL,Theory Proposal,,,,
"We introduce a contextual gating mechanism to incorporate multiple types of embeddings, word, speech, and conversationalcontext embeddings.",ACL,New Algorithm or Method or Technology,,,,
we address the degeneracy problem due to capturing spurious correlations by quantitatively analyzing the mutual information between language IDs of the source and decoded sentences,ACL,Theory Proposal,,,,
"We demonstrate favorable trade-offs to those of wait-k strategies at many latency values, and provide evidence that MILk’s advantage extends from its ability to adapt based on source content",ACL,Theory Proposal,,,,
"We write and enabling the quick generalization to new relation types by only requiring a small number
of human annotations",ACL,Theory Proposal,,,,
"We propose to perform KG inference and alignment jointly, so that the heterogeneity of KGs are explicitly reconciled through completion by rule inference and transfer, and pruning via cross-KG attention.",ACL,Resources,,,,
"We construct entmax sparse attention, improving interpretability at no cost in accuracy.
We show that the entmax gradient has a simple
form revealing an insightful
missing link between softmax and sparsemax.",ACL,New Algorithm or Method or Technology,,,,
"We conduct comprehensive experiments to examine the robustness of RNN, Transformer, and BERT. Our results show that both
self-attentive models, whether pre-trained or
not, are more robust than recurrent models.",ACL,Performance Evaluation,,,,
"We critically discuss issues with current debiasing methods with the purpose of identifying optimizations, knowledge gaps, and directions for future research.",ACL,Theory Proposal,,,,
"we first empirically characterize the racial bias present in several widely used Twitter corpora annotated for toxic content, and quantify the propagation of this bias through models trained on them",ACL,Applications,,,,
We present an innovative idea for taking advantage of pretrained embeddings by using them as an objective during training.,ACL,Theory Proposal,,,,
we offer a holistic quantification of the systematicity of the sign using mutual information and recurrent neural networks.,ACL,Theory Proposal,,,,
we explore the use of multitask learning and adversarial training to address morphological richness and dialectal variations in the context of full morphological tagging.,ACL,Theory Proposal,,,,
we show how Wikipedia and unlabeled data can be used to construct an accurate linker which rivals linkers constructed using expensive human supervision,ACL,New Algorithm or Method or Technology,,,,
"We Propose a novel entity-aware model for data-to-text generation which is linguistically motivated, yet resource lean (no preprocessing is required",ACL,Model Construction,,,,
"we note some writer-specific patterns and characteristics: how data records are selected to be mentioned; and how data records are expressed as text, e.g., the order of data records and the word usages.",ACL,New Algorithm or Method or Technology,,,,
we propose a new approach to automatically generate summaries for scientific papers based on video talks,ACL,New Algorithm or Method or Technology,,,,
we investigate the factors involved in representing sentence singletons and pairs. We perform extensive experiments and report findings on sentence selection and abstraction.,ACL,Theory Proposal,,,,
we propose the use of artificial titles for unlabeled target documents to train a decoder to learn the grammatical style of titles in the new domain,ACL,Theory Proposal,,,,
we present a detailed error analysis and discuss potential areas of improvements for consumer health question summarization.,ACL,Algorithm or Method or Technology Optimization,,,,
"We also propose using sentence-level representations for retrieval, and show the possible benefits of this approach over paragraph-level representations.",ACL,Theory Proposal,,,,
"We investigate and demonstrate the feasibility of enhancing pre-trained LMs with rich knowledge for MRC. To our knowledge, this is the first study of its kind, indicating a potential direction for future research.",ACL,Theory Proposal,,,,
investigating new configurations of GNNs for handling direct edges and nodes with multiple representations.,ACL,Theory Proposal,,,,
"We quantitatively show the significance of each modality in Twitter sarcasm detection. We further show that to fully unleash the potential of images, we would need to consider image attributes",ACL,Theory Proposal,,,,
Our study aims to help this body of research grow by automating the process of collection of tweets containing recollections of sexual harassment.,ACL,Theory Proposal,,,,
"we highlight the importance of contextualizing social information, capturing how this information is disseminated in social networks",ACL,Theory Proposal,,,,
we investigate novel decompositions of the story generation process that break down the problem into a series of easier coarse-tofine generation problems.,ACL,Theory Proposal,,,,
We show that the cognitive graph structure in our framework offers ordered and entitylevel explainability and suits for relational reasoning.,ACL,Performance Evaluation,,,,
We learn incremental suggestion models for little data scenarios through continuous adjustments of the suggestion model and discuss suitable setups.,ACL,Model Optimization,,,,
We propose a criterion to distinguish between obvious and non-obvious examples in text pair similarity datasets,ACL,Theory Proposal,,,,
We define the types of relationships between the text and the image of a social media post,ACL,Theory Proposal,,,,
"we build on extensions of Harris’ distributional hypothesis to relations, as well as recent advances in learning text representations to build task agnostic relation representations solely from entity-linked text.",ACL,New Algorithm or Method or Technology,,,,
we present a differentiable approach to extractive rationales including an objective that allows for specifying how much text is to be extracted,ACL,New Algorithm or Method or Technology,,,,
The pipeline only requires a comprehensive source to target dictionary. We show that this dictionary can be easily obtained using offthe shelf tools within a few hours.,ACL,Performance Evaluation,,,,
we empirically show that jointly training multiple languages improves separately trained bilingual models,ACL,Performance Evaluation,,,,
We also show how simple techniques over our data yield competitive results in building crosslingual word embeddings and annotation projection for part-of-speech tagger induction.,ACL,Theory Proposal,,,,
we ask the fundamental question of whether Chinese word segmentation (CWS) is necessary for deep learning-based Chinese Natural Language Processing.,ACL,Theory Proposal,,,,
we study the benefits of hybrid strategies of hypernymy via a hybrid of extremely simple models of pattern-based and distributional hypernym discovery.,ACL,Theory Proposal,,,,
we describe the commonly used approaches in a subarea of interest and specify their features which could improve or deteriorate the performance of these models,ACL,Theory Proposal,,,,
We focus on the NLG approaches based on semantic representations and discuss their advantages and limitations.,ACL,Theory Proposal,,,,
"analyzing the shortcomings of sum and maxmargin loss, proposing a kNN-margin loss as a trade-off (for training);",ACL,Theory Proposal,,,,
we define a hop as a computational step which could be performed for an output symbol many times,ACL,Theory Proposal,,,,
"we propose a fullyautomated, context-aware machine translation approach with fewer stages of processing.",ACL,New Algorithm or Method or Technology,,,,
"We compare several approaches for conditioning on the model predictions when they
are used instead of the gold target.",ACL,Theory Proposal,,,,
"we report on our shared framework and infrastructure that drives a multitude
of linguistic visualization projects,",ACL,Performance Evaluation,,,,
"ConvLab provides a rich set of tools and recipes to develop dialog systems of different types, enabling researchers to compare widely different approaches under the same condition.",ACL,New Algorithm or Method or Technology,,,,
"an unsupervised datadriven spelling correction method that works well
on specialized domains with many OOV terms
without the need for a specialized dictionary",ACL,New Algorithm or Method or Technology,,,,
"we analyze the role of linguistic context in both humans and the models, with implications for cognitive plausibility and future modeling work",ACL,Theory Proposal,,,,
"we use petitions from the official UK and US government websites, whereby citizens can directly appeal to the government for action on an issue",ACL,Dataset Creation,,,,
"we allow for an underlying mapping function that is non-linear, but assume that it can be approximated by linear maps at least in small enough neighborhoods",ACL,Applications,,,,
"we extend the research to investigate the impact of context on human acceptability judgements, where context is defined as the full document environment surrounding a sentence",ACL,New Algorithm or Method or Technology,,,,
"our research aims to develop a distributed knowledge-based clinical autocoding system that would leverage on NLP and ML techniques, where a human coders will give their queries to the coding system and in revert the system will suggest a set of clinical codes.",ACL,Model Construction,,,,
"we take a step in that direction and
confirm some of these speculations, showing that
models do not make use of a lot of the information available to it, by subjecting the dialog history to a variety of synthetic perturbations.",ACL,Model Optimization,,,,
"We perform systematic analyses on nine languages using two different architectures (transition-based and graph-based) across
two dimensions: with and without BiLSTM representations, and with and without features drawn
from structural context.",ACL,Performance Evaluation,,,,
"we investigate
words classified by L&M as negative, litigious and
uncertain that our embedding classifier classifies
otherwise",ACL,Theory Proposal,,,,
"we examine analysts’ decision making behavior as it pertains to the
language content of earnings calls.",ACL,Performance Evaluation,,,,
"We provide a general
modular framework for sequence learning tasks.
While we focus on sentiment analysis task, the
framework is broadly applicable to many other
tagging tasks",ACL,New Algorithm or Method or Technology,,,,
"several principled model changes
to produce better structures but that still do not resemble the structure of discourse.",ACL,Model Optimization,,,,
comprehensive performance results on existing and additional tasks and datasets showing document-level structured attention is largely unhelpful,ACL,Performance Evaluation,,,,
"We eliminate the dependency on the structure of a semantic network by relying only on
the association between Wikipedia pages and
categories and on a sparse vector representation of concepts",ACL,Theory Proposal,,,,
"we provide the first large-scale
evaluation of an extensive number of approaches.",ACL,Performance Evaluation,,,,
approach to mention detection for large-scale coreference annotation projects in which the output of mention detectors is corrected using a Gamewith-a-Purpose,ACL,Algorithm or Method or Technology Optimization,,,,
"To overcome the multi-turn mapping problem,
TRADE leverages its context-enhanced slot
gate and copy mechanism to properly track slot values mentioned anywhere in dialogue history",ACL,New Algorithm or Method or Technology,,,,
we demonstrate experimentally the superiority of introducing group-level features and learning features in both parallel and serial ways.,ACL,Theory Proposal,,,,
"we define the task, including the annotation scheme for labeling the clinical conversations and the evaluation metrics to measure model performance",ACL,New Algorithm or Method or Technology,,,,
"we address this knowledge gap by examining how individuals change their conversational language in a domain with profound societal importance, where conversations play a primary role: mental health counseling.",ACL,Theory Proposal,,,,
"we describe the process of acquiring, anonymizing and filtering the dataset, deduplicating the answer set, and our first attempts towards automating the answering of questions.",ACL,Dataset Creation,,,,
"We present HEAD-QA, a multichoice testbed of graduate-level questions about medicine, nursing, biology, chemistry, psychology, and pharmacology",ACL,Dataset Creation,,,,
"we take a step towards closing this gap, by introducing the task of Debate Topic Expansion – finding related topics that can enrich our arguments and strengthen our case when debating a given topic.",ACL,Theory Proposal,,,,
"we aim to explicitly define a taxonomy of such principled recurring arguments, and, given a controversial topic, to automatically identify which of these arguments are relevant to the topic",ACL,Theory Proposal,,,,
"we seek to better understand how neural extractive summarization systems could benefit from different types of model architectures, transferable knowledge and learning schemas",ACL,Theory Proposal,,,,
we find an effective way to improve current frameworks and achieve the state-ofthe-art result on CNN/DailyMail by a large margin based on our observations and analyses.,ACL,Algorithm or Method or Technology Optimization,,,,
"We define several concepts intuitively connected to summarization: Redundancy, Relevance and Informativeness. These concepts have been used extensively in previous summarization works and we discuss along the way how our framework generalizes them",ACL,Theory Proposal,,,,
"we focus on the problem of generating valid adversarial examples for text classification, which could inspire more works for NLP attack and defense.",ACL,Theory Proposal,,,,
We introduce an approach that models writing style difference as the Jensen-Shannon distance between the character n-gram distributions of texts,ACL,New Algorithm or Method or Technology,,,,
we use neural sequence generation models for automatic conversion of poetry to prose. Lack of sufficient poetry-prose parallel data is an impediment in framing the problem as a seq2seq task,ACL,Model Construction,,,,
"We introduce language-sensitive embedding, attention, and discriminator which augment the ability of Multi-NMT model in distinguishing different languages.",ACL,Model Construction,,,,
"We understand NMT from the viewpoint of
word alignment and investigates the effect
of alignment errors on translation errors via
quantitative analysis over many testing examples.",ACL,Theory Proposal,,,,
"we utilize both large-scale textual corpora and KGs to train an enhanced language
representation model, which can
take full advantage of lexical, syntactic, and
knowledge information simultaneously.",ACL,Model Optimization,,,,
we firstly recognize named entity mentions in text and then align these mentions to their corresponding entities in KGs,ACL,New Algorithm or Method or Technology,,,,
we hypothesize that the underperformance of monotonic models stems from the lack of joint training of the alignments with the transduction.,ACL,Performance Evaluation,,,,
"We 
summarize recent studies of algorithmic bias in
NLP under a unified framework for the ease of future discussion.",ACL,Dataset Creation,,,,
We perform a systematic comparison of our and several recent methods on three tasks spanning ten topics and offer many insights.,ACL,Performance Evaluation,,,,
We show that the proper use of layer normalization is the key to learning deep encoders. The deep network of the encoder can be optimized smoothly by relocating the layer normalization unit.,ACL,Applications,,,,
"we generate phoneme labels for speech frames and average consecutive frames with the same label to create shorter, higher-level source sequences for translation.",ACL,New Algorithm or Method or Technology,,,,
"We tackle a novel task, namely weakly-supervised spatio-temporally video grounding (WSSTG), which localizes a spatiotemporal tube in a given video that semantically corresponds to a given natural sentence, in a weakly-supervised manner",ACL,New Algorithm or Method or Technology,,,,
we provide evidence that fully-annotated documents may not be as beneficial as previously believed.,ACL,Performance Evaluation,,,,
"We present the first work to generate modern Chinese poetry while controlling for the use of metaphor and personification, which play an essential role in enhancing the aesthetics of poetry",ACL,New Algorithm or Method or Technology,,,,
"we report correctness estimates for summaries generated by three recent abstractive summarization systems, showing that even recent state-of-the-art
models have errors in 25% of their summaries",ACL,Performance Evaluation,,,,
"To the best of our knowledge, we are the first to consider using the whole document to learn contextualized sentence representations with selfsupervision and without any human annotations.",ACL,Theory Proposal,,,,
"we explore data augmentation techniques, including semantic selection from open-domain datasets, and study the behavior of state-of-the-art neural abstractive models on the original and augmented datasets",ACL,Performance Evaluation,,,,
We propose Dynamic Self-attention (DynSA) for information interaction in a long sequence.,ACL,"New Algorithm or Method or Technology
",,,,
"We introduce the pointer-generator mechanism for generating an abstractive answer from the question and multiple passages, which covers various answer styles",ACL,New Algorithm or Method or Technology,,,,
"Our model achieves state-of-the-art results on
PTB and CTB for both constituent and dependency parsing",ACL,Model Construction,,,,
"We proved that the proposed algorithm can unbiasedly and consistently estimate the task loss as if there is fully labeled data, under the assumption that the entities found out by the dictionary can reveal the distribution of entities.",ACL,Performance Evaluation,,,,
we show that multitask learning of state representations for this parsing algorithm is superior to single-task training,ACL,Performance Evaluation,,,,
"introducing graph neural networks to dependency parsing, which aims to efficiently encode high order information in dependency tree node representations.",ACL,Theory Proposal,,,,
We show an assessment of how well contextualized word embeddings capture affect information,ACL,Performance Evaluation,,,,
We show empirical evidence that constructiveness scores are not always related to positive user feedback such as “Like”-button clicks,ACL,Theory Proposal,,,,
we propose to exploit social media and natural language processing techniques to enhance air quality prediction.,ACL,Theory Proposal,,,,
We study the effects of automatically suggesting annotations to expert annotators across two domains for a hard discourse-level sequence labelling task.,ACL,Performance Evaluation,,,,
"We propose a solution that meets our three criteria. Particularly, we adapt to our problem the recently presented concept of Almost Stochastic Order (ASO) between two distributions",ACL,Theory Proposal,,,,
"we would like to focus on the joint effects of conversation context and user history, ignoring other information.",ACL,Theory Proposal,,,,
To analyse into the author’s demographic traits that are related to usage preference of textimage relationship types,ACL,Theory Proposal,,,,
To analyze manually annotated corpus of claims from debates about migration found in German newspaper reports,ACL,Theory Proposal,,,,
"we introduce HardKuma, which gives support to binary outcomes and allows for reparameterized gradient estimates",ACL,New Algorithm or Method or Technology,,,,
we approach the problem by training a neural MT system to learn how to use custom terminology when provided with the input. C,ACL,New Algorithm or Method or Technology,,,,
we propose a strategy to train multilingual unsupervised NMT for one source to many targets and many targets to one source translations,ACL,Theory Proposal,,,,
"we also show that without training the network for many-to-many translations, the network can translate between all the languages participating in the training",ACL,Theory Proposal,,,,
We propose teaching both summary word generation distribution and attention weights in the cross-lingual ASSUM networks by using the monolingual ASSUM networks.,ACL,Theory Proposal,,,,
We demonstrate consistent and significant improvements on benchmark datasets in unsupervised and supervised settings.,ACL,Algorithm or Method or Technology Optimization,,,,
We devise a straightforward and efficient approach for combining distributional and hypernymy information for the task of noun phrase compositionality prediction.,ACL,New Algorithm or Method or Technology,,,,
"we claim that vector space models, despite giving close representations for synonyms and antonyms, contain subtle differences that allow to discriminate antonymy.",ACL,Theory Proposal,,,,
We propose An approach to constructing graphical representations of entities in a knowledge base in an unsupervised manner.,ACL,New Algorithm or Method or Technology,,,,
"we
show that existing embedding models are inadequate at constructing representations that
capture salient aspects of mathematical meaning for numbers, which is important for language understanding.",ACL,Theory Proposal,,,,
How is personal recovery discussed online by individuals meeting criteria for BD?,ACL,Theory Proposal,,,,
What new insights do we get about personal recovery and factors that facilitate or hinder it?,ACL,Theory Proposal,,,,
"This research proposal consequently explores this question in the context of a neural morphological analyzer for a polysynthetic language, St",ACL,Model Construction,,,,
"we find that over the past few decades, gender stereotypes in writings by males have decreased.",ACL,Theory Proposal,,,,
"Our paraphrase-exploiting NMT uses only two languages, the source and the target languages, and achieves higher BLEUs than the multi-source and multi-target NMT that incorporates more languages",ACL,Algorithm or Method or Technology Optimization,,,,
a system for ranking explicit and implicit questions by their appropriateness in a dialogue is presented,ACL,New Algorithm or Method or Technology,,,,
we investigate the effect of the textual information of the tweets that target users liked/retweeted.,ACL,Theory Proposal,,,,
"we present a machine learning approach for information extraction, which has a recall of 80% for a social media data source.",ACL,New Algorithm or Method or Technology,,,,
", we investigate the efficacy
of bias reduction during training by introducing a
new loss function which encourages the language
model to equalize the probabilities of predicting
gendered word pairs like he and she.",ACL,Algorithm or Method or Technology Optimization,,,,
"Our proposed approach, which uses community-based graph information to augment hand-crafted features based on topic modeling and emotion detection on debate transcripts currently surpasses the benchmark results on the same dataset.",ACL,New Algorithm or Method or Technology,,,,
we propose an artificial neural network (ANN) solution which does not use a lexicon or any other manually labeled source.,ACL,Theory Proposal,,,,
"we explored the use of a domain-independent, multilingual lexicon of abusive words called HurtLex (Bassignana et al., 2018) in both cross-domain and cross-lingual settings",ACL,Theory Proposal,,,,
"we use logic-based representations as
unified meaning representations for texts and
images and present an unsupervised multimodal logical inference system that can effectively prove entailment relations between
them",ACL,New Algorithm or Method or Technology,,,,
"we focus on
extraction information of adverse drug reactions from various sources of biomedical textbased information, including biomedical literature and social media",ACL,Theory Proposal,,,,
"Our system shows the incorrect sentences and
the corresponding sentence as corrected by
a native speaker. Thus, learners can rectify
their mistakes during composition.",ACL,Resources,,,,
". An intuitive snippet extraction and presentation design which has been shown in human studies to provide readers with sufficient evidence to filter out erroneous query matches and preserve good ones, even in low-resource conditions",ACL,Theory Proposal,,,,
to provide a highly flexible research framework not only for technique oriented developers but also for non-technical oriented developers such as linguists,ACL,New Algorithm or Method or Technology,,,,
"Modular machine learning components to develop replicable, state of the art research
results. This includes: neural network
components (pretrained or not), benchmark
datasets, and standardized training and evaluation modules.",ACL,Theory Proposal,,,,
"an overview of linguistic structures and corresponding discourse analysis tasks that discourse researchers are generally interested in,
as well as key applications on which these discourse structures have an impact",ACL,Theory Proposal,,,,
"We aim to provide a gentle, all-round
introduction to methods and tasks related to computational analysis of political texts",ACL,Theory Proposal,,,,
"addresses the fundamentals
of statistical models and neural networks, and focus on a series of advanced Bayesian models and
deep models",ACL,Theory Proposal,,,,
we present a new task and results for training models to learn semantically-rich function words,ACL,Model Construction,,,,
we introduce a new way to deal with the problem of offensive language on social media,ACL,Theory Proposal,,,,
"we propose a simple and parameter-efficient adaptation technique that only requires adapting the bias of the output softmax to each particular user of the MT system, either directly or through a factored approximation",ACL,New Algorithm or Method or Technology,,,,
"we aim to compare the performance of attention-based models to another baseline, namely, neural hidden Markov models",ACL,Performance Evaluation,,,,
We design the first neural parser that is both linear time and capable of searching over exponentially large space,ACL,New Algorithm or Method or Technology,,,,
We propose a modularized hierarchical convolutional neural network model that considers the overall information of the source paper,ACL,Model Construction,,,,
we propose to combine string kernels (low-level character n-gram features) and word embeddings (high-level semantic features) to obtain state-of-the-art AES results,ACL,Model Optimization,,,,
"we develop a more principled approach to unsupervised SMT, addressing several
deficiencies of previous systems by incorporating subword information, applying a theoretically
well founded unsupervised tuning method, and developing a joint refinement procedure.",ACL,New Algorithm or Method or Technology,,,,
"Our model achieves new state-of-the-art results without additional computational over
Implementation is based on Pytorch (Paszke et al., 2017).
head when compared with previous GCNs.
Unlike tree-structured models (e.g., TreeLSTM (Tai et al., 2015)), it can be efficiently
applied over dependency trees in parallel.",ACL,Model Optimization,,,,
"We find that different methods have different strengths: Monolingual BPEmb works
best in medium- and high-resource settings,
multilingual non-contextual subword embeddings are best in low-resource languages,
while multilingual BERT gives good or best
results across languages.",ACL,Performance Evaluation,,,,
"we propose a span-based
extract-then-classify framework, where multiple opinion targets are directly extracted from
the sentence under the supervision of target
span boundaries, and corresponding polarities
are then classified using their span representations.",ACL,New Algorithm or Method or Technology,,,,
"We create SherLIiC, a new resource for LIiC, consisting of 3985 manually annotated InfCands. Additionally, we provide ~960k unlabeled InfCands (SherLIiC-InfCands), and the typed event graph SherLIiC-TEG, containing ~190k typed textual binary relations between Freebase entities.",ACL,Resources,,,,
"we conduct extensive analyses on conversational aspects such as turn-by-turn interaction, the sentiment expressed during the interaction, linguistic alignment, and salient topics during the conversation to obtain insights into what are the patterns of high-quality counseling.",ACL,Performance Evaluation,,,,
"we propose a new paradigm to handle the task of entity-relation extraction. We formalize the task as a multi-turn question answering task: each entity type and relation type is characterized by a question answering template, and entities and relations are extracted by answering template questions",ACL,New Algorithm or Method or Technology,,,,
"We propose a multi-task architecture which jointly trains a model to perform relation identification with cross-entropy loss and relation classification task with ranking loss, which can successfully mitigate the negative effect of having too many negative instances.",ACL,New Algorithm or Method or Technology,,,,
"We propose two RelDist losses: a skewness
loss, which encourages the classifier to predict a class with confidence for a single sentence, and a distribution distance loss, which
encourages the classifier to scatter a set of
sentences into different classes",ACL,Theory Proposal,,,,
"we propose a novel multi-digraph model to learn how to combine the gazetteer information and to resolve conflicting matches in learning with contexts. To the best of our knowledge, we are the first neural approach to NER that models the gazetteer information with a graph structure",ACL,Model Construction,,,,
"we propose a regularization technique that exploits a symmetry in language models. A unique aspect of language modeling using
LSTMs (or any RNN) is that at each time step t,
the model takes as input a particular token xt from
a vocabulary W and using the hidden state of the
LSTM predicts a probability distribution on the next
token over the same vocabulary as output",ACL,Model Construction,,,,
"We propose Quaternion neural models for NLP. More concretely, we propose a novel Quaternion attention model and Quaternion Transformer for a wide range of NLP tasks. To the best of our knowledge, this is the first formulation of hypercomplex Attention and Quaternion models for NLP.",ACL,Model Optimization,,,,
"we add morphology supervision to character language modeling and show that, across two benchmark datasets, multitasking morphology with CLMs improves bits-per-character (BPC) performance on twentyfour languages, even when the annotated morphology features and language modeling data do not
overlap",ACL,Model Optimization,,,,
"we conduct the first large-scale multilingual evaluation of gender-bias in machine translation (MT), following recent small-scale qualitative studies which observed that online MT services, such as Google Translate or Microsoft Translator, also exhibit biases",ACL,Performance Evaluation,,,,
"we answer several of these open questions. We begin by proving that for any embedding model that implicitly does matrix factorization, debiasing vectors post hoc via subspace projection is, under certain conditions, equivalent to training on an unbiased corpus without reconstruction error.",ACL,Theory Proposal,,,,
"we address both issues simultaneously: leveraging the high accuracy of English taggers and parsers, we project morphological information onto translations of the Bible in 26 varied test languages. Using an iterative discovery, constraint, and training process, we build inflectional lexica in the target languages.",ACL,Theory Proposal,,,,
"We propose a reordering mechanism to learn the reordering embedding of a word based on its contextual information, and thus these learned reordering embeddings are added to the sentence representation for archiving reordering of words. To the best of our knowledge, this is the first work to introduce the reordering information to the Transformer translation system.",ACL,Resources,,,,
We propose a novel attentive interactor to exploit fine-grained relationships between instances and the sentence to characterize their matching behaviors. A diversity loss is proposed to strengthen the matching behaviors between reliable instance-sentence pairs and penalize the unreliable ones during training,ACL,Performance Evaluation,,,,
"We propose a new dataset for data-to-text generation which we hope will encourage further work in this area a comprehensive evaluation and
comparison study which highlights the merits and
shortcomings of various recently proposed datato-text generation models on two datasets.",ACL,Dataset Creation,,,,
"we show both automatic and human evaluations for our approach. We make our dataset and related code publicly available . To our knowledge, this is the first approach to automatically create extractive summaries for scientific papers by utilizing the videos of conference talks",ACL,Theory Proposal,,,,
"we define Question Summarization as generating a condensed question expressing the minimum information required to find correct answers to the original question, and we create a new corpus1 of 1K consumer health questions and their summaries based on this definition",ACL,Theory Proposal,,,,
"We propose a novel hierarchical fusion model
to address the challenging multi-modal sarcasm detection task in Twitter. To the best
of our knowledge, we are the first to deeply
fuse the three modalities of image, attribute
and text, rather than na¨ıve concatenation, for
Twitter sarcasm detection",ACL,Model Construction,,,,
"We aim to improve over existing MT evaluation methods, through developing a series of new metrics based on contextual word embeddings a technique which captures rich and portable representations of words in context, which have been shown to provide important signal to many other NLP tasks.",ACL,Algorithm or Method or Technology Optimization,,,,
"we describe the creation of the first large-scale, multilingual, expert-based dataset of hate speech/counternarrative pairs. This dataset has been built with the effort of more than 100 operators from three different NGOs that applied their training and expertise to the task",ACL,Dataset Creation,,,,
"we propose a hybrid attention mechanism to dynamically leverage both of the local and global information. Specifically, our approach uses a gating scalar for integrating both sources of the information, which is also convenient for quantifying their contributions.",ACL,Algorithm or Method or Technology Optimization,,,,
We propose a new unsupervised multilingual word embedding method that overcomes the limitations of the existing methods. Our approach can successfully obtain multilingual word embeddings under the challenging conditions when only small monolingual corpora are available,ACL,Algorithm or Method or Technology Optimization,,,,
"Extensive experimental results on two benchmark datasets show that our proposed method is able to perform better than several baselines and related works, and significantly reduce the performance gap between the crosslingual ASSUM and the monolingual ASSUM.",ACL,New Algorithm or Method or Technology,,,,
"we propose to model the edit operations explicitly for sentence simplification in an end-to-end fashion, rather than relying on MT-based models to learn the simplification mappings implicitly, which often generates outputs by blindly repeating the source sentences",ACL,Model Optimization,,,,
